generation,time,memory_usage_MB,cpu_usage_percent
0,0.13261890411376953,8517.875,8.6
0,0.09755206108093262,8501.453125,4.4
0,0.6491239070892334,8472.65625,8.5
0,0.10992908477783203,8659.0,14.9
0,0.06175518035888672,8642.140625,14.6
0,0.07951498031616211,8631.375,13.2
0,0.04909706115722656,8562.125,8.4
0,0.08403611183166504,8536.734375,26.8
0,0.030618906021118164,8540.359375,14.2
0,0.03470492362976074,8566.921875,15.0
0,0.03075695037841797,8472.34375,13.8
0,0.06421399116516113,8477.5625,6.4
0,0.04216194152832031,8494.328125,5.9
0,0.05498313903808594,8471.375,9.5
0,0.08985185623168945,8401.828125,2.4
0,0.06960892677307129,8397.453125,3.4
0,0.06884098052978516,8397.78125,3.1
0,0.09779882431030273,8397.96875,3.4
0,0.06992578506469727,8413.90625,11.2
0,0.06624388694763184,8462.03125,10.8
0,0.12395286560058594,8456.4375,6.6
0,0.06820082664489746,8436.6875,4.5
0,0.08814811706542969,8434.625,5.8
0,0.06516242027282715,8442.25,4.8
0,0.10477209091186523,8482.328125,8.4
0,0.04088592529296875,8435.40625,6.4
0,0.05173206329345703,8435.296875,2.6
0,0.07175326347351074,8484.8125,10.6
0,0.06256890296936035,8455.28125,15.5
0,0.05577802658081055,8480.171875,15.1
0,0.08014512062072754,8474.03125,14.8
0,0.052835941314697266,8523.375,9.1
0,0.0714869499206543,8547.703125,13.0
0,0.09547710418701172,8491.671875,13.0
0,0.06279826164245605,8484.3125,6.5
0,0.06069517135620117,8467.265625,10.8
0,0.08295702934265137,8462.015625,12.8
0,0.056121110916137695,8514.84375,12.8
0,0.07001686096191406,8482.71875,8.0
0,0.07627296447753906,8515.90625,13.4
0,0.04342913627624512,8487.59375,9.1
0,0.1064462661743164,8487.53125,7.3
0,0.0783700942993164,8481.921875,8.2
0,0.07506513595581055,8419.5,10.3
0,0.10084891319274902,8420.40625,9.1
0,0.07260394096374512,8422.546875,10.2
0,0.0831139087677002,8395.90625,11.9
0,0.1490921974182129,8396.21875,9.1
0,0.06882905960083008,8397.03125,11.2
0,0.08901786804199219,8423.578125,8.2
0,0.06431984901428223,8456.78125,10.4
0,0.12294292449951172,8471.96875,14.5
0,0.07758927345275879,8696.0625,13.7
0,0.08217620849609375,8619.28125,11.8
0,0.08862090110778809,8575.375,20.6
0,0.08145904541015625,8617.125,14.8
0,0.11881709098815918,8546.953125,11.3
0,0.08455681800842285,8570.453125,13.4
0,0.08817505836486816,8555.9375,18.5
0,0.07811999320983887,8500.90625,7.5
0,0.0633080005645752,8493.53125,3.0
0,0.07239699363708496,8504.15625,10.8
0,0.1641240119934082,8483.75,13.4
0,0.038923025131225586,8441.609375,12.5
0,0.07544612884521484,8447.15625,11.9
0,0.07076311111450195,8435.21875,11.6
0,0.08961987495422363,8422.5625,12.1
0,0.15297675132751465,8418.6875,10.4
0,0.0916740894317627,8443.640625,9.7
0,0.07085013389587402,8420.78125,15.1
0,0.0633091926574707,8490.84375,7.3
0,0.06682181358337402,8648.65625,18.9
0,0.05539417266845703,8601.0,15.0
0,0.06474900245666504,8577.984375,4.4
0,0.07435393333435059,8488.703125,4.5
0,0.06203007698059082,8471.03125,3.7
0,0.1185300350189209,8413.359375,3.6
0,0.0890650749206543,8412.4375,1.9
0,0.09622812271118164,8411.578125,2.1
0,0.06969404220581055,8513.265625,25.9
0,0.10133814811706543,8512.21875,5.9
0,0.0641930103302002,8420.078125,4.8
0,0.06684184074401855,8407.453125,6.9
0,0.11059999465942383,8438.640625,6.2
0,0.04289603233337402,8406.0625,7.9
0,0.06561088562011719,8416.078125,3.6
0,0.0907740592956543,8412.59375,2.9
0,0.07187104225158691,8411.140625,2.6
0,0.1305677890777588,8400.125,2.9
0,0.06593799591064453,8388.390625,3.1
0,0.06916189193725586,8388.875,4.3
0,0.08372616767883301,8388.84375,2.5
0,0.06236910820007324,8388.59375,3.1
0,0.12222981452941895,8388.625,3.2
0,0.07085323333740234,8394.53125,7.7
0,0.06369376182556152,8392.671875,5.0
0,0.11585474014282227,8415.0625,7.5
0,0.0774540901184082,8392.21875,4.5
0,0.15639495849609375,8483.546875,16.6
0,0.0652310848236084,8484.75,17.0
1,0.02696084976196289,8494.65625,10.6
1,0.08788800239562988,8483.421875,9.3
1,0.08373785018920898,8478.1875,5.1
1,0.10715699195861816,8472.640625,10.0
1,0.11030817031860352,8496.5625,8.2
1,0.14716601371765137,8497.203125,13.4
1,0.1144249439239502,8495.3125,16.6
1,0.10078597068786621,8492.546875,12.3
1,0.07543206214904785,8493.359375,7.9
1,0.09937405586242676,8483.390625,13.0
1,0.05527496337890625,8479.046875,14.6
1,0.08148574829101562,8475.640625,13.9
1,0.10553789138793945,8439.25,19.4
1,0.06319999694824219,8443.125,12.7
1,0.08362126350402832,8449.765625,10.5
1,0.09025216102600098,8451.265625,10.5
1,0.05559182167053223,8506.78125,9.1
1,0.08405709266662598,8651.328125,12.2
1,0.05823683738708496,8679.4375,17.9
1,0.09341287612915039,8609.0,13.6
1,0.06066298484802246,8596.890625,16.6
1,0.08332276344299316,8570.859375,17.4
1,0.06769990921020508,8573.203125,17.7
1,0.10973000526428223,8580.171875,27.0
1,0.09123492240905762,8583.609375,12.9
1,0.07753801345825195,8586.609375,13.7
1,0.10316705703735352,8541.421875,10.4
1,0.08693909645080566,8451.015625,15.9
1,0.09946489334106445,8435.828125,5.1
1,0.07869291305541992,8436.53125,3.1
1,0.08944988250732422,8438.625,4.5
1,0.1039879322052002,8445.0,4.6
1,0.10743188858032227,8446.6875,2.6
1,0.09353208541870117,8442.515625,2.5
1,0.0726780891418457,8442.640625,2.2
1,0.08640193939208984,8406.5625,3.4
1,0.07958674430847168,8400.6875,7.3
1,0.07600998878479004,8404.625,4.9
1,0.11228013038635254,8392.171875,2.9
1,0.11694908142089844,8392.515625,2.3
1,0.07428097724914551,8392.5625,3.2
1,0.08284997940063477,8415.65625,5.8
1,0.04880213737487793,8392.515625,7.9
1,0.07245397567749023,8442.046875,4.5
1,0.08831167221069336,8432.125,3.0
1,0.07246088981628418,8388.703125,2.2
1,0.1006169319152832,8379.328125,2.9
1,0.0970008373260498,8372.140625,3.1
1,0.06440210342407227,8410.15625,7.8
1,0.07411694526672363,8407.59375,12.3
1,0.06660890579223633,8401.46875,5.5
1,0.06746912002563477,8398.234375,2.5
1,0.0816802978515625,8389.6875,2.6
1,0.06313180923461914,8385.875,2.0
1,0.06896400451660156,8376.9375,3.3
1,0.0819242000579834,8376.8125,2.2
1,0.11972498893737793,8434.953125,9.0
1,0.0796360969543457,8434.140625,6.9
1,0.07274174690246582,8493.390625,16.3
1,0.04177522659301758,8485.78125,8.4
1,0.0691068172454834,8393.703125,6.5
1,0.07235193252563477,8399.796875,9.5
1,0.06651091575622559,8446.125,10.6
1,0.06799483299255371,8425.875,6.6
1,0.06556200981140137,8441.140625,8.0
1,0.06579303741455078,8406.890625,5.6
1,0.0687410831451416,8435.0625,6.0
1,0.06721210479736328,8454.859375,9.4
1,0.08761024475097656,8440.609375,15.5
1,0.08123970031738281,8427.984375,9.5
1,0.06729722023010254,8429.421875,11.8
1,0.06821107864379883,8506.890625,13.9
1,0.04699277877807617,8492.25,11.3
1,0.037232160568237305,8485.421875,11.9
1,0.07245993614196777,8486.25,9.2
1,0.060671091079711914,8499.390625,12.1
1,0.046595096588134766,8512.0,10.5
1,0.06668519973754883,8497.5,11.5
1,0.051660776138305664,8501.71875,10.6
1,0.06099414825439453,8535.34375,11.8
1,0.04987692832946777,8512.578125,11.4
1,0.04770183563232422,8514.78125,11.4
1,0.05026721954345703,8462.375,13.5
1,0.09260010719299316,8470.5625,9.5
1,0.068817138671875,8474.859375,8.1
1,0.07009315490722656,8458.359375,6.9
1,0.07010769844055176,8497.296875,9.9
1,0.0426030158996582,8431.59375,6.2
1,0.06646013259887695,8418.46875,2.5
1,0.09613275527954102,8392.84375,2.8
1,0.07768130302429199,8392.953125,3.3
1,0.07264065742492676,8392.34375,3.8
1,0.06529736518859863,8371.3125,2.8
1,0.06811714172363281,8351.515625,5.8
1,0.06780004501342773,8352.34375,3.6
1,0.06618499755859375,8352.328125,8.2
1,0.07020783424377441,8404.390625,11.0
1,0.06607890129089355,8426.625,11.4
1,0.07084417343139648,8422.90625,8.4
1,0.06332111358642578,8431.796875,8.9
1,0.06651902198791504,8446.234375,8.2
1,0.07003283500671387,8521.625,16.0
1,0.04325604438781738,8435.28125,7.0
1,0.06537604331970215,8456.921875,9.1
1,0.0664830207824707,8459.140625,6.6
1,0.06844282150268555,8517.59375,13.6
1,0.11083602905273438,8510.078125,15.0
1,0.10762715339660645,8473.609375,11.8
1,0.07206201553344727,8534.296875,8.6
1,0.059155941009521484,8646.28125,15.1
1,0.048590898513793945,8506.0625,12.1
1,0.06538200378417969,8565.515625,29.3
1,0.061968088150024414,8558.609375,18.9
1,0.05159878730773926,8508.4375,15.0
1,0.053491830825805664,8497.984375,14.1
1,0.05594587326049805,8492.15625,9.8
1,0.05116391181945801,8562.359375,21.9
1,0.0426478385925293,8424.640625,12.5
1,0.07173395156860352,8362.84375,5.9
1,0.0681610107421875,8363.15625,5.1
1,0.05622506141662598,8358.765625,2.1
1,0.07150888442993164,8372.734375,5.8
1,0.12388777732849121,8331.296875,8.0
1,0.10096597671508789,8297.75,5.3
1,0.15421485900878906,8297.421875,3.2
1,0.09167218208312988,8297.296875,3.6
1,0.09698319435119629,8235.875,9.9
1,0.1022951602935791,8363.75,12.9
1,0.09385490417480469,8408.59375,12.3
1,0.11066293716430664,8350.65625,4.8
1,0.0858149528503418,8330.5,2.5
1,0.0881509780883789,8331.375,18.4
1,0.09532499313354492,8341.78125,8.6
1,0.07856059074401855,8334.96875,16.8
1,0.06494808197021484,8330.25,5.0
1,0.09913897514343262,8336.078125,4.8
1,0.07761406898498535,8366.171875,9.4
1,0.07218503952026367,8316.453125,13.7
1,0.08414006233215332,8320.421875,6.5
1,0.09282207489013672,8320.703125,6.0
1,0.08992290496826172,8325.234375,10.5
1,0.07165884971618652,8316.375,7.2
1,0.07153010368347168,8314.578125,11.3
1,0.09455585479736328,8314.890625,12.2
1,0.07305002212524414,8302.21875,5.0
1,0.07656192779541016,8295.125,2.4
1,0.06441903114318848,8270.0,9.0
1,0.07223105430603027,8269.765625,2.9
1,0.06828784942626953,8347.859375,5.5
1,0.07108211517333984,8368.65625,10.4
1,0.06460690498352051,8359.5625,3.2
1,0.09363317489624023,8309.46875,5.5
1,0.06395220756530762,8339.65625,6.3
1,0.06810402870178223,8369.859375,14.7
1,0.09065604209899902,8373.703125,11.9
1,0.10434508323669434,8394.9375,12.7
1,0.10913896560668945,8311.25,3.1
1,0.10959815979003906,8311.046875,2.6
1,0.08698177337646484,8311.03125,2.1
1,0.06522297859191895,8310.328125,2.4
1,0.10577797889709473,8350.921875,6.4
1,0.0608057975769043,8311.203125,18.2
1,0.09789490699768066,8290.0625,5.0
1,0.11367297172546387,8336.5625,6.9
1,0.05671811103820801,8345.734375,9.4
1,0.06984710693359375,8338.65625,15.3
1,0.0693659782409668,8365.953125,13.4
1,0.05840110778808594,8345.734375,11.9
1,0.07172107696533203,8372.1875,8.0
1,0.06935405731201172,8344.265625,11.2
1,0.09541201591491699,8370.8125,9.2
1,0.11950898170471191,8453.0,15.0
1,0.07738184928894043,8432.390625,13.9
1,0.06780076026916504,8416.015625,14.0
1,0.11514091491699219,8376.59375,13.9
1,0.0757598876953125,8412.84375,12.2
1,0.041855812072753906,8350.9375,9.7
1,0.1062779426574707,8317.390625,5.6
1,0.12854886054992676,8317.34375,3.0
1,0.07157611846923828,8314.125,3.2
1,0.09232306480407715,8323.125,6.4
1,0.11143875122070312,8314.734375,4.0
1,0.1488938331604004,8325.046875,3.0
1,0.15392422676086426,8317.5625,2.2
1,0.09281492233276367,8302.265625,2.6
1,0.0944662094116211,8302.078125,2.0
1,0.07275700569152832,8294.59375,2.2
1,0.09264397621154785,8307.515625,3.6
1,0.07295489311218262,8298.65625,3.5
1,0.15524625778198242,8292.875,2.4
1,0.06760716438293457,8286.640625,10.9
1,0.10457086563110352,8275.28125,1.9
1,0.12224602699279785,8275.265625,2.1
1,0.10677671432495117,8275.375,2.9
1,0.09703993797302246,8273.90625,2.1
1,0.09052062034606934,8273.671875,1.8
1,0.10546612739562988,8273.75,2.8
1,0.09692072868347168,8274.28125,3.5
1,0.13141298294067383,8274.515625,2.1
1,0.1300489902496338,8275.015625,2.6
2,0.025478363037109375,8287.0,2.0
2,0.10227417945861816,8290.0,4.6
2,0.10370993614196777,8289.953125,2.1
2,0.12621188163757324,8332.484375,7.3
2,0.05826830863952637,8285.859375,4.6
2,0.08624815940856934,8285.859375,2.0
2,0.07141923904418945,8286.21875,3.1
2,0.08121895790100098,8286.21875,2.5
2,0.1429288387298584,8286.125,2.0
2,0.14017295837402344,8286.078125,2.0
2,0.09085917472839355,8286.296875,3.0
2,0.07939314842224121,8286.234375,1.7
2,0.07140994071960449,8286.28125,2.1
2,0.08784818649291992,8286.359375,2.8
2,0.06594300270080566,8243.3125,2.6
2,0.06844687461853027,8243.734375,3.0
2,0.07707023620605469,8267.109375,8.4
2,0.10853195190429688,8268.203125,3.4
2,0.06989002227783203,8234.34375,11.7
2,0.07715010643005371,8234.609375,3.4
2,0.08422279357910156,8234.359375,2.0
2,0.12530827522277832,8234.25,2.3
2,0.07414102554321289,8233.765625,4.0
2,0.0694420337677002,8233.75,3.4
2,0.10447406768798828,8233.84375,3.3
2,0.07173681259155273,8234.015625,2.4
2,0.08590912818908691,8234.40625,2.6
2,0.0771782398223877,8240.25,2.1
2,0.07660794258117676,8240.296875,1.9
2,0.06807398796081543,8240.140625,2.1
2,0.06797599792480469,8225.375,2.1
2,0.0641322135925293,8225.1875,2.1
2,0.06416583061218262,8225.078125,2.1
2,0.06968212127685547,8225.75,11.0
2,0.10831117630004883,8224.046875,3.4
2,0.06971502304077148,8219.109375,2.9
2,0.06728672981262207,8231.25,2.9
2,0.07615208625793457,8230.875,2.2
2,0.07162904739379883,8230.59375,2.8
2,0.06625485420227051,8230.578125,2.2
2,0.06916308403015137,8220.875,2.1
2,0.06796479225158691,8237.75,3.0
2,0.0684349536895752,8237.78125,2.1
2,0.06653404235839844,8265.359375,4.4
2,0.06478500366210938,8262.796875,2.4
2,0.06475400924682617,8248.359375,3.0
2,0.0671541690826416,8248.21875,2.1
2,0.06388616561889648,8248.171875,3.0
2,0.08391404151916504,8251.015625,11.3
2,0.0708169937133789,8249.046875,2.2
2,0.06806707382202148,8248.578125,2.0
2,0.07328081130981445,8249.09375,3.4
2,0.06694507598876953,8236.8125,2.9
2,0.06324982643127441,8236.34375,3.0
2,0.06793403625488281,8236.453125,2.1
2,0.06746816635131836,8236.65625,1.9
2,0.07195091247558594,8235.890625,2.5
2,0.07578897476196289,8236.0625,2.9
2,0.07365608215332031,8235.296875,2.0
2,0.06883907318115234,8235.390625,2.5
2,0.06632804870605469,8235.421875,1.8
2,0.06645488739013672,8235.546875,4.1
2,0.0750732421875,8236.0625,3.6
2,0.06728768348693848,8236.71875,9.6
2,0.10489964485168457,8236.328125,2.4
2,0.07925796508789062,8236.390625,2.1
2,0.0798640251159668,8236.375,3.0
2,0.07380199432373047,8236.15625,2.4
2,0.07985091209411621,8235.421875,2.0
2,0.08260917663574219,8235.6875,2.3
2,0.06809401512145996,8236.609375,4.7
2,0.06605219841003418,8236.65625,2.2
2,0.0653829574584961,8236.828125,2.4
2,0.10141921043395996,8236.75,2.0
2,0.06774711608886719,8236.4375,2.0
2,0.0800771713256836,8238.890625,3.7
2,0.06259703636169434,8238.9375,2.0
2,0.06717205047607422,8267.984375,4.4
2,0.04661989212036133,8240.578125,8.1
2,0.0780479907989502,8240.75,3.0
2,0.0703432559967041,8240.5,3.0
2,0.06636190414428711,8240.890625,2.1
2,0.06180095672607422,8257.8125,3.1
2,0.06949710845947266,8257.59375,2.9
2,0.08977198600769043,8257.578125,2.1
2,0.07188081741333008,8257.5,2.1
2,0.06482601165771484,8242.671875,2.2
2,0.06898903846740723,8242.453125,2.0
2,0.07812619209289551,8242.390625,2.1
2,0.06920385360717773,8257.265625,3.4
2,0.07752490043640137,8256.96875,2.5
2,0.09173202514648438,8257.546875,2.6
2,0.06956911087036133,8282.625,5.5
2,0.06441116333007812,8242.953125,6.5
2,0.07137823104858398,8242.875,2.7
2,0.07455921173095703,8442.859375,16.0
2,0.08320188522338867,8433.640625,11.6
2,0.07750201225280762,8415.390625,12.8
2,0.07355523109436035,8354.609375,12.8
2,0.1292552947998047,8338.421875,7.2
2,0.07124090194702148,8324.421875,2.5
2,0.0638272762298584,8295.21875,2.4
2,0.06821727752685547,8302.140625,4.2
2,0.0676882266998291,8326.296875,6.9
2,0.07015609741210938,8308.15625,3.8
2,0.08058595657348633,8296.625,10.3
2,0.06554889678955078,8301.046875,9.2
2,0.06952309608459473,8333.0,18.5
2,0.04280996322631836,8313.546875,12.9
2,0.0702371597290039,8305.109375,4.5
2,0.0695340633392334,8300.375,2.2
2,0.0683283805847168,8296.625,2.0
2,0.10853409767150879,8265.203125,3.3
2,0.03379321098327637,8265.71875,2.1
2,0.06947708129882812,8277.625,2.5
2,0.09961104393005371,8274.578125,2.6
2,0.09581613540649414,8274.234375,1.7
2,0.07594084739685059,8281.6875,4.0
2,0.0793311595916748,8309.0625,3.9
2,0.09090304374694824,8313.34375,6.0
2,0.12389612197875977,8307.484375,4.7
2,0.13627982139587402,8301.84375,2.5
2,0.08156514167785645,8289.453125,10.5
2,0.10855793952941895,8290.8125,4.8
2,0.07507085800170898,8286.1875,2.4
2,0.06862902641296387,8282.625,1.9
2,0.07776713371276855,8312.625,8.3
2,0.07079887390136719,8303.625,3.3
2,0.12736988067626953,8287.75,2.5
2,0.09368085861206055,8284.40625,8.4
2,0.0923929214477539,8290.453125,7.8
2,0.11422300338745117,8285.953125,3.8
2,0.0647590160369873,8284.359375,1.9
2,0.09754514694213867,8277.328125,2.4
2,0.06479001045227051,8271.125,3.5
2,0.06935811042785645,8257.28125,3.2
2,0.06938481330871582,8257.28125,1.8
2,0.06931304931640625,8287.25,16.8
2,0.10049104690551758,8297.796875,5.9
2,0.08486723899841309,8297.5,2.4
2,0.15256404876708984,8293.515625,8.0
2,0.0935831069946289,8288.859375,12.9
2,0.08884286880493164,8291.3125,12.0
2,0.10530805587768555,8292.421875,6.1
2,0.09296989440917969,8290.59375,3.1
2,0.07254791259765625,8279.140625,1.8
2,0.16513395309448242,8276.40625,2.3
2,0.09846019744873047,8272.03125,3.7
2,0.12733793258666992,8265.4375,4.4
2,0.15088415145874023,8298.953125,7.8
2,0.08649611473083496,8290.40625,9.5
2,0.10650086402893066,8352.015625,9.9
2,0.06414413452148438,8311.40625,5.3
2,0.10287809371948242,8313.40625,13.7
2,0.13340187072753906,8305.484375,8.0
2,0.1142580509185791,8304.8125,5.5
2,0.06264019012451172,8289.515625,2.9
2,0.09771585464477539,8282.5625,2.0
2,0.09240603446960449,8296.25,7.2
2,0.10444498062133789,8282.890625,2.4
2,0.07166504859924316,8279.21875,4.4
2,0.06843018531799316,8291.609375,8.6
2,0.09219026565551758,8291.546875,5.6
2,0.10590410232543945,8286.421875,2.3
2,0.09687519073486328,8285.3125,1.9
2,0.06746482849121094,8281.4375,2.4
2,0.12157273292541504,8260.453125,14.3
2,0.10682106018066406,8294.078125,12.1
2,0.16042590141296387,8292.09375,4.3
2,0.0656120777130127,8291.03125,2.4
2,0.08888816833496094,8284.828125,2.3
2,0.08634805679321289,8281.546875,2.6
2,0.10959005355834961,8264.046875,3.7
2,0.06850004196166992,8264.265625,4.9
2,0.0946052074432373,8311.546875,8.1
2,0.0915827751159668,8362.75,10.5
2,0.06716084480285645,8372.171875,12.0
2,0.08177423477172852,8392.890625,9.9
2,0.13755393028259277,8380.640625,6.0
2,0.11396098136901855,8366.390625,6.1
2,0.07876396179199219,8365.0,10.0
2,0.13511991500854492,8297.03125,12.3
